sr,Model,Specifications,Processor,RAM,Storage,version,graphics card,Name,Cprice
776,Asus ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph,AMD Ryzen 9 7940HS,16GB,1TB SSD,Win11,6GB Graph,Asus ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop,
777,Asus TUF Gaming F15 FX506HF-HN026W Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11/ 4GB Graph),11th Gen Core i5/ 8GB/ 1TB SSD/ Win11/ 4GB Graph,11th Gen Core i5,8GB,1TB SSD,Win11,4GB Graph,Asus TUF Gaming F15 FX506HF-HN026W Gaming Laptop,
778,Dell Inspiron 5430 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),13th Gen Core i7/ 16GB/ 512GB SSD/ Win11,13th Gen Core i7,16GB,512GB SSD,Win11,,Dell Inspiron 5430 2023 Laptop,
779,Lenovo ThinkBook 15 G5 21JFA00QIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ DOS),AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ DOS,AMD Ryzen 7 7730U,8 GB,512 GB SSD,DOS,,Lenovo ThinkBook 15 G5 21JFA00QIN Laptop,
780,Ninkear A16 Gaming Laptop (AMD Ryzen 7 7735HS/ 32 GB RAM/ 2 TB SSD/ Win 11),AMD Ryzen 7 7735HS/ 32 GB RAM/ 2 TB SSD/ Win 11,AMD Ryzen 7 7735HS,32 GB RAM,2 TB SSD,Win 11,,Ninkear A16 Gaming Laptop,
781,Lenovo IdeaPad Gaming 3 82K2022VIN Laptop (AMD Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),AMD Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,AMD Ryzen 5-5600H,8GB,512GB SSD,Win11 Home,4GB Graph,Lenovo IdeaPad Gaming 3 82K2022VIN Laptop,
782,Lenovo IdeaPad Gaming 3 15IHU6 82K101M5IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,11th Gen Core i5,16GB,512GB SSD,Win11 Home,4GB Graph,Lenovo IdeaPad Gaming 3 15IHU6 82K101M5IN Laptop,
783,HP 14-em0026AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home,AMD Ryzen 5 7520U,8GB,512GB SSD,Win11 Home,,HP 14-em0026AU Laptop,
784,MSI GF75 Thin 10SCXR-007IN Laptop (10th Gen Core i7/ 8GB/ 512GB SSD/ Win10/ 4GB Graph),10th Gen Core i7/ 8GB/ 512GB SSD/ Win10/ 4GB Graph,10th Gen Core i7,8GB,512GB SSD,Win10,4GB Graph,MSI GF75 Thin 10SCXR-007IN Laptop,
785,MSI Cyborg 15 A12VF-049IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph,12th Gen Core i7,16GB,512GB SSD,Win11 Home,8GB Graph,MSI Cyborg 15 A12VF-049IN Gaming Laptop,
786,Dell Vostro 5620 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),12th Gen Core i3/ 8GB/ 512GB SSD/ Win11,12th Gen Core i3,8GB,512GB SSD,Win11,,Dell Vostro 5620 Laptop,
787,Lenovo ?ThinkPad E14 Gen 4 21E3S06Q00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),12th Gen Core i3/ 8GB/ 512GB SSD/ DOS,12th Gen Core i3,8GB,512GB SSD,DOS,,Lenovo ?ThinkPad E14 Gen 4 21E3S06Q00 Laptop,
788,Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph,12th Gen Core i5,16GB,512GB SSD,Win11,4GB Graph,Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop,
789,Lenovo IdeaPad Slim 3 82XQ008EIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home,AMD Ryzen 3 7320U,8GB,512GB SSD,Win11 Home,,Lenovo IdeaPad Slim 3 82XQ008EIN Laptop,
790,Acer Aspire 3 A315-510P Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home),Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home,Intel Core i3 N305,8GB,256GB SSD,Win11 Home,,Acer Aspire 3 A315-510P Laptop,
791,Dell Inspiron 16 5635 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11),AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11,AMD Ryzen 5 7530U,8GB,512GB SSD,Win11,,Dell Inspiron 16 5635 Laptop,
792,Razer Blade 14 2023 Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph,AMD Ryzen 9 7940HS,32GB,1TB SSD,Win11 Home,8GB Graph,Razer Blade 14 2023 Gaming Laptop,
793,MSI Thin GF63 11UCX-1476IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,11th Gen Core i5,16GB,512GB SSD,Win11 Home,4GB Graph,MSI Thin GF63 11UCX-1476IN Gaming Laptop,
794,Acer Nitro 5 AN515-58 NH.QLZSI.001 Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph,12th Gen Core i7,16GB,512GB SSD,Win11,6GB Graph,Acer Nitro 5 AN515-58 NH.QLZSI.001 Gaming Laptop,
795,Asus Vivobook 16X 2023 K3605ZF-MBN524WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,12th Gen Core i5,8GB,512GB SSD,Win11 Home,4GB Graph,Asus Vivobook 16X 2023 K3605ZF-MBN524WS Laptop,
796,Acer Aspire 5 A514-56M 2023 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home,13th Gen Core i5,8GB,512GB SSD,Win11 Home,,Acer Aspire 5 A514-56M 2023 Gaming Laptop,
797,MSI Bravo 15 C7VFK-087IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph,AMD Ryzen 7 7735HS,16GB,1TB SSD,Win11 Home,8GB Graph,MSI Bravo 15 C7VFK-087IN Gaming Laptop,
798,MSI Bravo 15 C7UDXK-092IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6 GB Graphics),AMD Ryzen 7 7735HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6 GB Graphics,AMD Ryzen 7 7735HS,16 GB RAM,512 GB SSD,Win 11,6 GB Graphics,MSI Bravo 15 C7UDXK-092IN Gaming Laptop,
799,MSI Bravo 15 C7UCXK-095IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),AMD Ryzen 5 7535HS/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics,AMD Ryzen 5 7535HS,8 GB RAM,512 GB SSD,Win 11,4 GB Graphics,MSI Bravo 15 C7UCXK-095IN Gaming Laptop,
800,MSI Bravo 15 C7UDXK-093IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6 GB Graphics),AMD Ryzen 5 7535HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6 GB Graphics,AMD Ryzen 5 7535HS,16 GB RAM,512 GB SSD,Win 11,6 GB Graphics,MSI Bravo 15 C7UDXK-093IN Gaming Laptop,
801,MSI Bravo 17 C7VFK-034IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/8GB Graph),AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/8GB Graph,AMD Ryzen 7 7735HS,16GB,1TB SSD,Win11 Home,8GB Graph,MSI Bravo 17 C7VFK-034IN Gaming Laptop,
802,Asus TUF Gaming F15 2022 FX507ZC4-HN115W Gaming Laptop (12th Gen Core i5/ 8GB/512GB SSD/ Win11 / 4GB Graph),12th Gen Core i5/ 8GB/512GB SSD/ Win11 / 4GB Graph,12th Gen Core i5,8GB,512GB SSD,Win11,4GB Graph,Asus TUF Gaming F15 2022 FX507ZC4-HN115W Gaming Laptop,
803,MSI Bravo 17 C7VEK-035IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph,AMD Ryzen 7 7735HS,16GB,1TB SSD,Win11 Home,6GB Graph,MSI Bravo 17 C7VEK-035IN Gaming Laptop,
804,Asus Vivobook 15 X1502ZA-EJ541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),12th Gen Core i5/ 16GB/ 512GB SSD/ Win11,12th Gen Core i5,16GB,512GB SSD,Win11,,Asus Vivobook 15 X1502ZA-EJ541WS Laptop,
805,MSI Thin GF63 11UCX-1471IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,11th Gen Core i5,8GB,512GB SSD,Win11 Home,4GB Graph,MSI Thin GF63 11UCX-1471IN Gaming Laptop,
806,MSI Bravo 15 C7VEK-088IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph,AMD Ryzen 7 7735HS,16GB,1TB SSD,Win11 Home,6GB Graph,MSI Bravo 15 C7VEK-088IN Gaming Laptop,
807,Asus Vivobook 15 X1504ZA-NJ521WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),12th Gen Core i5/ 8GB/ 512GB SSD/ Win11,12th Gen Core i5,8GB,512GB SSD,Win11,,Asus Vivobook 15 X1504ZA-NJ521WS Laptop,
808,MSI Bravo 15 C7VEK-089IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph,AMD Ryzen 5 7535HS,16GB,512GB SSD,Win11 Home,6GB Graph,MSI Bravo 15 C7VEK-089IN Gaming Laptop,
809,HP 255 G9 7M654PA Laptop (12th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),12th Gen Core i3/ 8GB/ 512 GB SSD/ Win11,12th Gen Core i3,8GB,512 GB SSD,Win11,,HP 255 G9 7M654PA Laptop,
810,HP Pavilion 15-eg3079TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro,13th Gen Core i5,16GB,512GB SSD,Win11 Pro,,HP Pavilion 15-eg3079TU Laptop,
811,Dell Inspiron 5620 ICC-C783531WIN8 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Graph,12th Gen Core i5,16GB,512GB SSD,Win11,2GB Graph,Dell Inspiron 5620 ICC-C783531WIN8 Laptop,
812,Lenovo ThinkPad T14 2022 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro,12th Gen Core i7,16GB,512GB SSD,Win11 Pro,,Lenovo ThinkPad T14 2022 Laptop,
813,MSI Modern 14 C12M-670IN Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home) Price,12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home) Pric,12th Gen Core i7,8GB,512GB SSD,Win11 Home) Pric,,MSI Modern 14 C12M-670IN Laptop,
814,Dell XPS 17 9730 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph,13th Gen Core i9,32GB,1TB SSD,Win11,8GB Graph,Dell XPS 17 9730 Laptop,
815,MSI Thin GF63 11UC-1475IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,11th Gen Core i5,8GB,512GB SSD,Win11 Home,4GB Graph,MSI Thin GF63 11UC-1475IN Gaming Laptop,
816,MSI Thin GF63 11UC-1474IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,11th Gen Core i5,16GB,512GB SSD,Win11 Home,4GB Graph,MSI Thin GF63 11UC-1474IN Gaming Laptop,
817,Dell XPS 17 9730 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph,13th Gen Core i7,32GB,1TB SSD,Win11,8GB Graph,Dell XPS 17 9730 Laptop,
818,Dell XPS 13 Plus 9320 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11),13th Gen Core i7/ 32GB/ 1TB SSD/ Win11,13th Gen Core i7,32GB,1TB SSD,Win11,,Dell XPS 13 Plus 9320 2023 Laptop,
819,MSI Prestige 13 Evo A12M-085IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11 Home),12th Gen Core i5/ 8GB/ 512GB SSD/Win11 Home,12th Gen Core i5,8GB,512GB SSD,Win11 Home,,MSI Prestige 13 Evo A12M-085IN Laptop,
820,Dell XPS 9530 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 6GB Graph,13th Gen Core i7,32GB,1TB SSD,Win11,6GB Graph,Dell XPS 9530 2023 Laptop,
821,MSI Modern 14 C12M-671IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home,12th Gen Core i7,16GB,512GB SSD,Win11 Home,,MSI Modern 14 C12M-671IN Laptop,
822,Lenovo Legion Slim 7i 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph,13th Gen Core i5,16GB,1TB SSD,Win11 Home,8GB Graph,Lenovo Legion Slim 7i 2023 Gaming Laptop,
823,Lenovo Legion Pro 7i 2023 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph,13th Gen Core i9,32GB,1TB SSD,Win11 Home,12GB Graph,Lenovo Legion Pro 7i 2023 Gaming Laptop,
824,Lenovo Thinkpad E14 G4 21E3006UIG Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),12th Gen Core i5/ 8GB/ 512GB SSD/ DOS,12th Gen Core i5,8GB,512GB SSD,DOS,,Lenovo Thinkpad E14 G4 21E3006UIG Laptop,
825,Lenovo Thinkpad E14 G4 21E3S02M00 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro,12th Gen Core i7,16GB,512GB SSD,Win11 Pro,,Lenovo Thinkpad E14 G4 21E3S02M00 Laptop,
826,Lenovo Legion Pro 5 82WM00B5IN 2023 Gaming Laptop (AMD Ryzen 7 7745HX/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),AMD Ryzen 7 7745HX/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph,AMD Ryzen 7 7745HX,16GB,1TB SSD,Win11 Home,8GB Graph,Lenovo Legion Pro 5 82WM00B5IN 2023 Gaming Laptop,
827,Lenovo V15 G3 IAP 82TTA00UIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),12th Gen Core i3/ 8GB/ 512GB SSD/ DOS,12th Gen Core i3,8GB,512GB SSD,DOS,,Lenovo V15 G3 IAP 82TTA00UIH Laptop,
828,LG Gram 17 2023 17Z90R-G.CH77A2 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphic),13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphic,13th Gen Core i7,16GB,1TB SSD,Win11,4GB Graphic,LG Gram 17 2023 17Z90R-G.CH77A2 Laptop,
829,LG Gram 14 2023 14Z90R Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),13th Gen Core i5/ 8GB/ 512GB SSD/ Win11,13th Gen Core i5,8GB,512GB SSD,Win11,,LG Gram 14 2023 14Z90R Laptop,
830,LG UltraPC 16 16U70R-G.AH76A2 Laptop (AMD Ryzen7-7730U/ 16GB/ 512GB SSD/ Win11),AMD Ryzen7-7730U/ 16GB/ 512GB SSD/ Win11,AMD Ryzen7-7730U,16GB,512GB SSD,Win11,,LG UltraPC 16 16U70R-G.AH76A2 Laptop,
831,Dell Inspiron 3525 D560927WIN9S Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11,AMD Ryzen 5-5500U,8GB,512GB SSD,Win11,,Dell Inspiron 3525 D560927WIN9S Laptop,
832,AXL Vayu Book LAP02 Laptop (Celeron N4020/ 4GB/ 256GB SSD / Win11 Home),Celeron N4020/ 4GB/ 256GB SSD / Win11 Home,Celeron N4020,4GB,256GB SSD,Win11 Home,,AXL Vayu Book LAP02 Laptop,
833,AXL Vayu Book LAP01 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),Celeron N4020/ 4GB/ 128GB SSD / Win11 Home,Celeron N4020,4GB,128GB SSD,Win11 Home,,AXL Vayu Book LAP01 Laptop,
834,MSI Modern 14 C12M-444IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home,12th Gen Core i3,16GB,512GB SSD,Win11 Home,,MSI Modern 14 C12M-444IN Laptop,
835,MSI Modern 14 C7M-218IN Laptop (Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11,Ryzen 7 7730U,16GB,512GB SSD,Win11,,MSI Modern 14 C7M-218IN Laptop,
836,Lenovo S14 82TW0019IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home,12th Gen Core i5,8GB,512GB SSD,Win11 Home,,Lenovo S14 82TW0019IH Laptop,
837,Asus Vivobook 14X 90NB11H2-M004D0 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics,12th Gen Core i5,16GB,512GB SSD,Win11,4 GB Graphics,Asus Vivobook 14X 90NB11H2-M004D0 Laptop,
838,HP Pavilion 15-EH3101AU Laptop (AMD Ryzen 7-7730U/ 16GB/ 512GB SSD/ Win11 Home),AMD Ryzen 7-7730U/ 16GB/ 512GB SSD/ Win11 Home,AMD Ryzen 7-7730U,16GB,512GB SSD,Win11 Home,,HP Pavilion 15-EH3101AU Laptop,
839,Lenovo V15 G2 ALC 82KDA01YIH Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ DOS),AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ DOS,AMD Ryzen 5 5500U,8GB,512GB SSD,DOS,,Lenovo V15 G2 ALC 82KDA01YIH Laptop,
840,Asus Vivobook Pro 15 M6500QF-HN741WS  Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,Ryzen 7 5800H,16GB,512GB SSD,Win11,4GB Graph,Asus Vivobook Pro 15 M6500QF-HN741WS Laptop,
841,Asus Vivobook Pro 15 M6500QF-HN521WS Laptop (Ryzen 5 5600HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),Ryzen 5 5600HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,Ryzen 5 5600HS,8GB,512GB SSD,Win11,4GB Graph,Asus Vivobook Pro 15 M6500QF-HN521WS Laptop,
842,HP Victus 16 16-d0309TX Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,11th Gen Core i5,8GB,512GB SSD,Win11 Home,4GB Graph,HP Victus 16 16-d0309TX Laptop,
843,Lenovo V15 G4 82YU00W6IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ DOS),AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ DOS,AMD Ryzen 3 7320U,8GB,512GB SSD,DOS,,Lenovo V15 G4 82YU00W6IN Laptop,
844,Asus VivoBook 14 X415EA-EK326WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,11th Gen Core i3,8GB,512GB SSD,Win11 Home,,Asus VivoBook 14 X415EA-EK326WS Notebook,
845,Acer Aspire 7 A715-76G UN.QMESI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,12th Gen Core i5,16GB,512GB SSD,Win11 Home,4GB Graph,Acer Aspire 7 A715-76G UN.QMESI.004 Gaming Laptop,
846,Dell Alienware x14 R2 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph,13th Gen Core i7,16GB,1TB SSD,Win 11,6GB Graph,Dell Alienware x14 R2 Gaming Laptop,
847,Asus VivoBook 15 X515EA-EJ328WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),11th Gen Core i3/ 8GB/ 512GB SSD/ Win11,11th Gen Core i3,8GB,512GB SSD,Win11,,Asus VivoBook 15 X515EA-EJ328WS Laptop,
848,Dell Vostro 5630 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),13th Gen Core i7/ 16GB/ 512GB SSD/ Win11,13th Gen Core i7,16GB,512GB SSD,Win11,,Dell Vostro 5630 Laptop,
849,Lenovo V15 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),12th Gen Core i3/ 8GB/ 512GB SSD/Win11,12th Gen Core i3,8GB,512GB SSD,Win11,,Lenovo V15 G3 IAP Laptop,
850,Lenovo Thinkpad E14 20TA00J2IG Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro,11th Gen Core i5,16GB,512GB SSD,Win11 Pro,,Lenovo Thinkpad E14 20TA00J2IG Laptop,
851,Lenovo V14 G3 IAP Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),12th Gen Core i5/ 8GB/ 512GB SSD/ Win11,12th Gen Core i5,8GB,512GB SSD,Win11,,Lenovo V14 G3 IAP Laptop,
852,Lenovo V14 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),12th Gen Core i3/ 8GB/ 512GB SSD/ Win11,12th Gen Core i3,8GB,512GB SSD,Win11,,Lenovo V14 G3 IAP Laptop,
853,Lenovo V15 G3 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11),12th Gen Core i5/ 8GB/ 512GB SSD/Win11,12th Gen Core i5,8GB,512GB SSD,Win11,,Lenovo V15 G3 Laptop,
854,Lenovo V15 G3 ??82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home,AMD Ryzen 3 7320U,8GB,512GB SSD,Win11 Home,,Lenovo V15 G3 ??82C7007SGE Laptop,
855,Lenovo IdeaPad Slim 3 82H803B6IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),11th Gen Core i7/ 16GB/ 512GB SSD/ Win11,11th Gen Core i7,16GB,512GB SSD,Win11,,Lenovo IdeaPad Slim 3 82H803B6IN Laptop,
856,Dell Inspiron 5630 2023 Laptop (13th Gen Core i5 1335U/ 16GB/ 512GB SSD/ Win11),13th Gen Core i5 1335U/ 16GB/ 512GB SSD/ Win11,13th Gen Core i5 1335U,16GB,512GB SSD,Win11,,Dell Inspiron 5630 2023 Laptop,
857,HP 15s-ey1509AU Laptop (AMD Athlon Silver 3050U/ 8GB/ 512GB SSD/ Win11),AMD Athlon Silver 3050U/ 8GB/ 512GB SSD/ Win11,AMD Athlon Silver 3050U,8GB,512GB SSD,Win11,,HP 15s-ey1509AU Laptop,
858,Dell 2023 ?G16-7630 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph,13th Gen Core i7,32GB,1TB SSD,Win11,8GB Graph,Dell 2023 ?G16-7630 Gaming Laptop,
859,Dell ?G16-7630 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph,13th Gen Core i7,16GB,1TB SSD,Win11,8GB Graph,Dell ?G16-7630 2023 Gaming Laptop,
860,Dell Inspiron 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home,13th Gen Core i5,8GB,512GB SSD,Win11 Home,,Dell Inspiron 3530 Laptop,
861,HP Victus 16-d0302TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,11th Gen Core i5,8GB,512GB SSD,Win11,4GB Graph,HP Victus 16-d0302TX Gaming Laptop,
